Sigla	Codigo	Município	2010	2012	2014	2016	2018
PE	2607950	Jaqueira	6252	7272	6367	7815	6411
PE	2608008	Jataúba	9696	10996	10432	11484	10678
PE	2608057	Jatobá	8044	8697	8057	8701	7984
PE	2608107	João Alfredo	17114	19236	17393	19817	17444
PE	2608206	Joaquim Nabuco	9416	10742	8908	10727	9068
PE	2608255	Jucati	6425	7447	6746	8089	7044
PE	2608305	Jupi	8357	9394	8644	9941	9147
PE	2608404	Jurema	7745	8972	8214	9846	8539
PE	2608453	Lagoa do Carro	10090	11417	10684	12158	11156
PE	2608503	Lagoa do Itaenga	13684	14981	14008	15370	13837
PE	2608602	Lagoa do Ouro	7774	8441	7885	8722	8095
PE	2608701	Lagoa dos Gatos	8602	9663	8490	9661	8511
PE	2608750	Lagoa Grande	13557	15054	14105	15462	14692
PE	2608800	Lajedo	20244	23170	22068	24269	22363
PE	2608909	Limoeiro	35594	37046	36349	37327	35824
PE	2609006	Macaparana	14157	14788	14605	16064	14710
PE	2609105	Machados	7243	8317	7611	9191	7902
PE	2609154	Manari	7474	8954	8166	9790	9098
PE	2609204	Maraial	6785	7555	6473	7606	6207
PE	2609303	Mirandiba	8512	10140	8945	10660	8719
PE	2609402	Moreno	34339	36873	36169	39328	38079
PE	2609501	Nazaré da Mata	20091	21828	20749	21269	20244
PE	2609600	Olinda	256227	258964	262853	242370	246997
PE	2609709	Orobó	12879	15132	13819	15400	13878
PE	2609808	Orocó	8473	9411	8890	10263	8984
PE	2609907	Ouricuri	30629	35792	33741	37481	34379
PE	2610004	Palmares	31884	34739	32190	33848	31203
PE	2610103	Palmeirina	4799	5226	4592	5320	4509
PE	2610202	Panelas	14358	15507	14292	15979	14256
PE	2610301	Paranatama	6687	7833	7012	8447	7858
PE	2610400	Parnamirim	12719	14591	13688	15099	13778
PE	2610509	Passira	18194	20938	19317	21581	19309
PE	2610608	Paudalho	28952	31900	31998	34894	33838
PE	2610707	Paulista	159831	169073	173984	179721	183211
PE	2610806	Pedra	12357	14412	13039	14998	13240
PE	2610905	Pesqueira	35117	37644	36168	37712	35961
PE	2611002	Petrolândia	18091	20040	18765	20220	18711
PE	2611101	Petrolina	136333	151896	156410	168514	166325
PE	2611200	Poção	6901	7859	7279	8074	7339
PE	2611309	Pombos	14828	16618	15838	17112	15273
PE	2611408	Primavera	7596	8541	7983	9189	8473
PE	2611507	Quipapá	11024	12883	11080	13135	11079
PE	2611533	Quixaba	4102	4432	4318	5064	4692
PE	2611606	Recife	963260	978113	988732	992713	1006559
PE	2611705	Riacho das Almas	13175	15428	14483	16758	15247
PE	2611804	Ribeirão	22434	24600	23225	24531	21922
PE	2611903	Rio Formoso	12002	13782	13083	13896	12472
PE	2612000	Sairé	8876	9827	9160	9683	8958
PE	2612109	Salgadinho	4532	5556	4801	5880	4939
PE	2612208	Salgueiro	29524	32308	31650	33903	31760
PE	2612307	Saloá	8883	9759	8689	9863	8913
PE	2612406	Sanharó	11442	12276	11721	13237	12072
PE	2612455	Santa Cruz	8371	9501	8847	9603	8703
PE	2612471	Santa Cruz da Baixa Verde	7305	8233	7575	8355	7120
PE	2612505	Santa Cruz do Capibaribe	41852	46871	46489	48427	47800
PE	2612554	Santa Filomena	7473	8770	8052	9670	8485
PE	2612604	Santa Maria da Boa Vista	21151	22955	21903	24100	22302
PE	2612703	Santa Maria do Cambucá	7621	8882	8017	9370	8405
PE	2612802	Santa Terezinha	5943	6366	5804	6564	6047
PE	2612901	São Benedito do Sul	5135	6288	5255	6649	5377
PE	2613008	São Bento do Una	24052	27404	25592	28041	25535
PE	2613107	São Caitano	21984	24313	22787	25149	23711
PE	2613206	São João	12048	13406	12350	14252	12449
PE	2613305	São Joaquim do Monte	12716	13906	12958	14478	13099
PE	2613404	São José da Coroa Grande	9620	12127	10714	12269	10728
PE	2613503	São José do Belmonte	17166	19226	18179	21896	19021
PE	2613602	São José do Egito	17795	19381	17851	19670	17475
PE	2613701	São Lourenço da Mata	59849	63063	63448	67293	62900
PE	2613800	São Vicente Ferrer	10425	11852	10607	11460	10686
PE	2613909	Serra Talhada	42426	46295	45446	47792	45995
PE	2614006	Serrita	10540	11825	11084	12679	11466
PE	2614105	Sertânia	19118	20310	19492	21580	19451
PE	2614204	Sirinhaém	20451	23339	21711	23150	21551
PE	2614303	Moreilândia	6723	7619	7010	7663	6850
PE	2614402	Solidão	3818	4604	3901	4685	4021
PE	2614501	Surubim	32058	35140	34808	37836	36516
PE	2614600	Tabira	14649	16102	14674	16421	15405
PE	2614709	Tacaimbó	7755	8661	7833	8595	7919
PE	2614808	Tacaratu	9287	11481	10993	13397	12319
PE	2614857	Tamandaré	11753	13047	12425	13848	12934
PE	2615003	Taquaritinga do Norte	14151	16632	15054	17151	15514
PE	2615102	Terezinha	4542	5229	4642	5271	4825
PE	2615201	Terra Nova	6092	7094	6696	7038	6581
PE	2615300	Timbaúba	34305	37150	34175	35616	32711
PE	2615409	Toritama	17183	23036	21363	25935	24392
PE	2615508	Tracunhaém	8152	9386	8728	9769	8650
PE	2615607	Trindade	13048	16194	15514	18606	16424
PE	2615706	Triunfo	9035	9799	9056	9839	8987
PE	2615805	Tupanatinga	10625	12238	10662	12737	11393
PE	2615904	Tuparetama	5802	6391	5986	7022	6069
PE	2616001	Venturosa	9572	10964	10067	11114	10174
PE	2616100	Verdejante	5630	6519	6251	7105	6019
PE	2616183	Vertente do Lério	5373	6428	5925	6664	6055
PE	2616209	Vertentes	10940	12797	11927	13627	12202
PE	2616308	Vicência	16758	17350	16787	18468	16941
PE	2616407	Vitória de Santo Antão	76720	83061	80976	83748	81018
PE	2616506	Xexéu	7600	8774	7599	8738	7540
PE	2699919	Muribeca					
PE	2699929	Nossa Senhora do Ó de Goyanna					
PE	2699939	Cimbres					
PI	2200053	Acauã	4363	4786	4671	5111	5045
PI	2200103	Agricolândia	3622	4048	3843	4509	4073
PI	2200202	Água Branca	9597	10781	10622	12743	11984
PI	2200251	Alagoinha do Piauí	5044	5312	4981	5436	5009
PI	2200277	Alegrete do Piauí	3122	3708	3450	3867	3508
PI	2200301	Alto Longá	8821	9594	9231	10330	9967
PI	2200400	Altos	23297	24885	24829	27248	26688
PI	2200459	Alvorada do Gurguéia	2854	3305	3081	3684	3141
PI	2200509	Amarante	10486	11349	10841	12287	11675
PI	2200608	Angical do Piauí	5147	5821	5368	5699	5209
PI	2200707	Anísio de Abreu	4868	5437	5141	5720	5342
PI	2200806	Antônio Almeida	2147	2630	2259	2542	2174
PI	2200905	Aroazes	4043	4458	4207	4760	4314
PI	2200954	Aroeiras de Itaim			2719		2984
PI	2201002	Arraial	2905	3313	3002	3433	3149
PI	2201051	Assunção do Piauí	3976	4900	4134	5341	4949
PI	2201101	Avelino Lopes	6108	6850	6182	7471	6974
PI	2201150	Baixa Grande do Ribeiro	5514	6925	6287	8129	7081
PI	2201176	'Barra D''Alcântara'	2304	2630	2415	2855	2569
PI	2201200	Barras	23541	25966	25474	29361	27679
PI	2201309	Barreiras do Piauí	2110	2843	2183	2828	2126
PI	2201408	Barro Duro	4247	4833	4452	5038	4593
PI	2201507	Batalha	14701	16108	15601	17356	16309
PI	2201556	Bela Vista do Piauí	2380	2579	2646	2973	2911
PI	2201572	Belém do Piauí	2129	2316	2250	2585	2395
PI	2201606	Beneditinos	6615	7127	7012	7781	7473
PI	2201705	Bertolínia	3224	3586	3337	4141	3647
PI	2201739	Betânia do Piauí	3804	4339	3963	4670	4302
PI	2201770	Boa Hora	3920	4512	4337	4940	4786
PI	2201804	Bocaina	4354	4865	4359	5054	4250
PI	2201903	Bom Jesus	11375	12677	12117	14224	14048
PI	2201919	Bom Princípio do Piauí	4240	4914	4482	5129	4736
PI	2201929	Bonfim do Piauí	3273	3881	3528	4327	3812
PI	2201945	Boqueirão do Piauí	3194	4009	3668	4466	3983
PI	2201960	Brasileira	4780	5512	5339	5977	5413
PI	2201988	Brejo do Piauí	2601	2876	2726	3078	2789
PI	2202000	Buriti dos Lopes	11891	12431	11869	13460	12955
PI	2202026	Buriti dos Montes	4528	4953	4728	5140	4968
PI	2202059	Cabeceiras do Piauí	5711	7137	6685	7800	7100
PI	2202075	Cajazeiras do Piauí	2288	2361	2311	2795	2603
PI	2202083	Cajueiro da Praia	4473	4860	4785	5475	5222
PI	2202091	Caldeirão Grande do Piauí	3331	3676	3705	4284	3927
PI	2202109	Campinas do Piauí	3545	3935	3665	4369	3987
PI	2202117	Campo Alegre do Fidalgo	3171	3643	3375	3776	3512
PI	2202133	Campo Grande do Piauí	3550	4085	3815	4438	4031
PI	2202174	Campo Largo do Piauí	3613	3685	3568	4610	3709
PI	2202208	Campo Maior	28205	29135	28189	29732	28589
PI	2202251	Canavieira	2394	2863	2459	2904	2286
PI	2202307	Canto do Buriti	11325	12365	11571	12693	11625
PI	2202406	Capitão de Campos	6392	7071	6887	7953	7590
PI	2202455	Capitão Gervásio Oliveira	2562	2684	2520	3009	2930
PI	2202505	Caracol	5818	6519	5908	6866	6357
PI	2202539	Caraúbas do Piauí	3776	3975	3612	4116	3861
PI	2202554	Caridade do Piauí	3282	3835	3735	4164	3841
PI	2202604	Castelo do Piauí	11177	11985	11349	12610	11970
PI	2202653	Caxingó	3542	4089	3802	4445	4321
PI	2202703	Cocal	13888	15659	15035	17340	15789
PI	2202711	Cocal de Telha	2937	3473	3152	3605	3323
PI	2202729	Cocal dos Alves	3409	4058	3608	4607	4011
PI	2202737	Coivaras	3465	3872	3627	4251	3974
PI	2202752	Colônia do Gurguéia	3717	4182	3668	4445	3797
PI	2202778	Colônia do Piauí	4176	4598	4281	5045	4728
PI	2202802	Conceição do Canindé	3282	3568	3472	3996	3705
PI	2202851	Coronel José Dias	3637	4117	3796	4075	3831
PI	2202901	Corrente	13253	15460	13879	15705	14922
PI	2203008	Cristalândia do Piauí	3806	4808	3944	4812	3944
PI	2203107	Cristino Castro	5144	6216	5211	6267	5729
PI	2203206	Curimatá	6060	7045	6164	7240	6435
PI	2203230	Currais	3523	4312	3849	4675	4027
PI	2203255	Curralinhos	3245	3793	3487	4021	3571
PI	2203271	Curral Novo do Piauí	2691	3215	3017	3555	3454
PI	2203305	Demerval Lobão	7462	8797	8727	9979	9398
PI	2203354	Dirceu Arcoverde	4012	4774	4186	4757	4482
PI	2203404	Dom Expedito Lopes	5261	5570	5205	5324	5112
PI	2203420	Domingos Mourão	2671	3003	2719	3015	2832
PI	2203453	Dom Inocêncio	5629	6062	5539	5846	5572
PI	2203503	Elesbão Veloso	9667	10389	9558	10373	9859
PI	2203602	Eliseu Martins	2934	3255	2741	3388	2772
PI	2203701	Esperantina	20421	21950	21489	24400	22789
PI	2203750	Fartura do Piauí	3117	3573	3133	3444	3279
PI	2203800	Flores do Piauí	2913	3466	3085	3945	3072
PI	2203859	Floresta do Piauí	1780	2222	1884	2166	1929
PI	2203909	Floriano	32031	34231	33405	35983	34234
PI	2204006	Francinópolis	3389	3598	3260	3733	3266
PI	2204105	Francisco Ayres	3073	3723	3170	3705	3215
PI	2204154	Francisco Macedo	1801	1973	1937	2332	2167
PI	2204204	Francisco Santos	5652	6426	5597	6779	5768
PI	2204303	Fronteiras	6875	7794	7281	8338	7559
PI	2204352	Geminiano	3876	4734	4357	5019	4731
PI	2204402	Gilbués	5433	6214	5496	6513	5826
PI	2204501	Guadalupe	5967	6939	6013	7271	6366
PI	2204550	Guaribas	2647	3396	2919	4331	3080
PI	2204600	Hugo Napoleão	2908	3304	3120	3664	3201
PI	2204659	Ilha Grande	5561	6046	5962	6647	6422
PI	2204709	Inhuma	8845	10042	9134	10441	9351
PI	2204808	Ipiranga do Piauí	5435	5868	5678	6295	5805
PI	2204907	Isaías Coelho	4593	4956	4454	5242	4794
PI	2205003	Itainópolis	7074	7535	7164	7972	7401
PI	2205102	Itaueira	6679	7350	6657	7484	6694
PI	2205151	Jacobina do Piauí	3524	3889	3672	4349	4079
PI	2205201	Jaicós	8346	9170	8710	10530	10146
PI	2205250	Jardim do Mulato	2940	3325	3216	3521	3258
PI	2205276	Jatobá do Piauí	4239	4826	4483	4963	4727
PI	2205300	Jerumenha	3187	3714	3411	4028	3496
PI	2205359	João Costa	2347	2566	2392	2852	2534
PI	2205409	Joaquim Pires	8005	9179	8600	9963	8825
PI	2205458	Joca Marques	3150	3516	3266	3790	3553
PI	2205508	José de Freitas	23472	25004	25460	27286	26672
PI	2205516	Juazeiro do Piauí	4359	4911	4452	4607	4340
PI	2205524	Júlio Borges	3080	3879	3298	4333	3419
PI	2205532	Jurema	3201	3594	3232	3918	3704
PI	2205540	Lagoinha do Piauí	1865	2091	2067	2346	2178
PI	2205557	Lagoa Alegre	5658	6386	5818	6389	6223
PI	2205565	Lagoa do Barro do Piauí	2795	3240	2944	3389	3410
PI	2205573	Lagoa de São Francisco	3536	3917	3786	4194	3966
PI	2205581	Lagoa do Piauí	2662	3189	3132	3682	3535
PI	2205599	Lagoa do Sítio	3568	3775	3314	3522	3194
PI	2205607	Landri Sales	3021	3537	3155	3975	3385
PI	2205706	Luís Correia	17565	19217	18526	20504	19492
PI	2205805	Luzilândia	14164	15215	14525	16159	15149
PI	2205854	Madeiro	4222	4634	4415	5104	4694
PI	2205904	Manoel Emídio	3364	3717	3347	3880	3614
PI	2205953	Marcolândia	4902	5666	5236	5961	5841
PI	2206001	Marcos Parente	2906	3254	2941	3448	3064
PI	2206050	Massapê do Piauí	4290	4878	4325	4920	4326
PI	2206100	Matias Olímpio	6000	6575	6143	6874	6361
PI	2206209	Miguel Alves	17016	18749	17403	19248	18415
PI	2206308	Miguel Leão	932	1175	1096	1382	1184
PI	2206357	Milton Brandão	3924	4337	4105	4646	4560
PI	2206407	Monsenhor Gil	7543	8215	7769	8518	8035
PI	2206506	Monsenhor Hipólito	4949	5585	5176	6164	5375
PI	2206605	Monte Alegre do Piauí	5472	6606	5657	7450	6484
PI	2206654	Morro Cabeça no Tempo	2381	3184	2600	3480	2653
PI	2206670	Morro do Chapéu do Piauí	4196	4487	4083	4364	4030
PI	2206696	Murici dos Portelas	4537	4916	4475	5227	4463
PI	2206704	Nazaré do Piauí	4730	5316	4789	5563	4819
PI	2206720	Nazária					
PI	2206753	Nossa Senhora de Nazaré	3772	4051	3861	4323	4122
PI	2206803	Nossa Senhora dos Remédios	5019	6064	5597	6544	6184
PI	2206902	Novo Oriente do Piauí	4067	4575	4293	4402	4027
PI	2206951	Novo Santo Antônio	2611	3262	3021	3603	3364
PI	2207009	Oeiras	21145	22106	21746	23288	22580
PI	2207108	'Olho D''Água do Piauí'	1648	1970	1802	2039	1887
PI	2207207	Padre Marcos	4370	4747	4477	5132	4778
PI	2207306	Paes Landim	2641	3135	2818	3269	2980
PI	2207355	Pajeú do Piauí	2058	2294	2200	2815	2490
PI	2207405	Palmeira do Piauí	3215	3980	3506	4282	3416
PI	2207504	Palmeirais	8608	9590	9056	10218	9509
PI	2207553	Paquetá	2998	3178	2997	3559	3132
PI	2207603	Parnaguá	5177	5749	4979	5833	5522
PI	2207702	Parnaíba	73463	77695	82854	85979	84975
PI	2207751	Passagem Franca do Piauí	2540	3051	2784	3488	2866
PI	2207777	Patos do Piauí	4279	4734	4185	4750	4264
PI	2207793	'Pau D''Arco do Piauí'	3134	3662	3385	4208	3836
PI	2207801	Paulistana	11349	12441	11594	13492	12721
PI	2207850	Pavussu	2641	3072	2598	3322	2844
PI	2207900	Pedro II	20655	22482	21244	24752	23265
PI	2207934	Pedro Laurentino	2051	2378	2022	2476	2163
PI	2207959	Nova Santa Rita	2982	3097	2878	3246	3015
PI	2208007	Picos	39768	41228	41402	44302	43333
PI	2208106	Pimenteiras	6610	7953	6931	7934	6827
PI	2208205	Pio IX	10423	11617	10956	12168	11302
PI	2208304	Piracuruca	15971	18175	17245	18959	18160
PI	2208403	Piripiri	33450	35359	35825	39314	37934
PI	2208502	Porto	6193	7033	6310	7171	6412
PI	2208551	Porto Alegre do Piauí	1577	1686	1492	1705	1552
PI	2208601	Prata do Piauí	2395	2740	2429	2823	2601
PI	2208650	Queimada Nova	4962	5338	5191	5717	5527
PI	2208700	Redenção do Gurguéia	4605	5554	4647	5461	4914
PI	2208809	Regeneração	10247	11120	10428	11681	10723
PI	2208858	Riacho Frio	3069	3629	3064	3771	3111
PI	2208874	Ribeira do Piauí	2779	2973	2626	3182	2763
PI	2208908	Ribeiro Gonçalves	3812	4412	4020	4763	4022
PI	2209005	Rio Grande do Piauí	4205	4915	4238	4900	4075
PI	2209104	Santa Cruz do Piauí	4277	4595	4398	4768	4585
PI	2209153	Santa Cruz dos Milagres	2230	2825	2568	3108	2685
PI	2209203	Santa Filomena	3223	3890	3398	4192	3703
PI	2209302	Santa Luz	3418	3889	3415	3861	3563
PI	2209351	Santana do Piauí	3004	3228	3033	3324	3200
PI	2209377	Santa Rosa do Piauí	3092	3492	3283	3722	3422
PI	2209401	Santo Antônio de Lisboa	4024	4407	4082	4898	4364
PI	2209450	Santo Antônio dos Milagres	1394	1552	1455	1646	1484
PI	2209500	Santo Inácio do Piauí	2320	2815	2495	2851	2688
PI	2209559	São Braz do Piauí	2851	3227	2895	3242	3045
PI	2209609	São Félix do Piauí	2715	3113	2939	3547	2934
PI	2209658	São Francisco de Assis do Piauí	3236	3550	3452	3869	3696
PI	2209708	São Francisco do Piauí	4067	4439	4337	4851	4501
PI	2209757	São Gonçalo do Gurguéia	1611	2040	1625	2028	1711
PI	2209807	São Gonçalo do Piauí	3485	4017	3599	4148	3705
PI	2209856	São João da Canabrava	3337	3770	3465	4614	3519
PI	2209872	São João da Fronteira	3481	3991	3519	4037	3614
PI	2209906	São João da Serra	4606	4997	4747	5136	5116
PI	2209955	São João da Varjota	2932	3105	3048	3311	3119
PI	2209971	São João do Arraial	4377	5111	4885	5669	5382
PI	2210003	São João do Piauí	10311	11104	10727	11828	12035
PI	2210052	São José do Divino	3597	3882	3675	4111	3976
PI	2210102	São José do Peixe	2311	2688	2356	2855	2443
PI	2210201	São José do Piauí	4358	4733	4327	4922	4539
PI	2210300	São Julião	4033	4741	4235	4770	4414
PI	2210359	São Lourenço do Piauí	3256	3629	3352	4082	3782
PI	2210375	São Luis do Piauí	1934	2107	1939	2167	1942
PI	2210383	São Miguel da Baixa Grande	1811	2118	1912	2205	1866
PI	2210391	São Miguel do Fidalgo	1916	2109	1885	2250	2013
PI	2210409	São Miguel do Tapuio	10447	11761	10888	12448	11183
PI	2210508	São Pedro do Piauí	8058	8616	8220	9240	8724
PI	2210607	São Raimundo Nonato	16574	17790	17837	19438	19257
PI	2210623	Sebastião Barros	3103	3647	2881	3546	3098
PI	2210631	Sebastião Leal	2746	3025	2900	3227	3114
PI	2210656	Sigefredo Pacheco	6214	6755	6383	6929	6724
PI	2210706	Simões	7695	9648	8761	9816	9166
PI	2210805	Simplício Mendes	7238	7709	7075	7925	7587
PI	2210904	Socorro do Piauí	3072	3729	3147	3944	3249
PI	2210938	Sussuapara	4350	5005	4671	5556	4986
PI	2210953	Tamboril do Piauí	1984	2229	1934	2236	2032
PI	2210979	Tanque do Piauí	1734	2095	1923	2238	1995
PI	2211001	Teresina	437333	445596	237130	469558	474831
PI	2211100	União	26194	28064	27382	29192	28727
PI	2211209	Uruçuí	11084	12562	12140	14207	13118
PI	2211308	Valença do Piauí	11996	12992	12429	13598	12816
PI	2211357	Várzea Branca	2752	3257	3107	3662	3437
PI	2211407	Várzea Grande	2842	3047	2807	3279	2968
PI	2211506	Vera Mendes	2176	2642	2409	3025	2641
PI	2211605	Vila Nova do Piauí	2098	2361	2244	2608	2357
PI	2211704	Wall Ferraz	2852	3132	2951	3383	3031
PR	4100103	Abatiá	4802	5220	4798	5186	4880
PR	4100202	Adrianópolis	3717	4483	3938	4466	4003
PR	4100301	Agudos do Sul	5491	6261	5857	6362	5798
PR	4100400	Almirante Tamandaré	52502	57151	57595	55884	56828
PR	4100459	Altamira do Paraná	2907	3472	2785	3015	2615
PR	4100509	Altônia	12138	12832	12393	12806	12265
PR	4100608	Alto Paraná	8125	8664	8315	8638	7960
PR	4100707	Alto Piquiri	5863	6307	5852	6329	5810
PR	4100806	Alvorada do Sul	5375	6140	5674	6320	5712
PR	4100905	Amaporã	2993	3577	3225	3571	3207
PR	4101002	Ampére	10522	11392	11087	11838	11242
PR	4101051	Anahy	2043	2251	2136	2475	2159
PR	4101101	Andirá	13592	14286	13107	13992	13146
PR	4101150	Ângulo	2022	2396	2116	2438	2125
PR	4101200	Antonina	12269	13079	12369	13046	11697
PR	4101309	Antônio Olinto	5153	5769	5370	5906	5299
PR	4101408	Apucarana	74730	76250	76998	76934	74916
PR	4101507	Arapongas	63246	66522	65966	66794	65959
PR	4101606	Arapoti	14934	15505	14894	15276	15311
PR	4101655	Arapuã	2668	2932	2676	2926	2600
PR	4101705	Araruna	8541	9275	8647	8983	8538
PR	4101804	Araucária	74938	80758	80489	79831	79519
PR	4101853	Ariranha do Ivaí	1703	2132	1828	2173	1832
PR	4101903	Assaí	10516	11311	10785	10941	10138
PR	4102000	Assis Chateaubriand	20642	21268	20818	21246	20908
PR	4102109	Astorga	16397	17058	16729	16982	16202
PR	4102208	Atalaia	2833	3202	2955	3324	2919
PR	4102307	Balsa Nova	7683	8738	8963	10225	9418
PR	4102406	Bandeirantes	20369	20863	20368	20659	20562
PR	4102505	Barbosa Ferraz	7011	7330	6881	7379	6861
PR	4102604	Barracão	5433	6130	5977	6153	5992
PR	4102703	Barra do Jacaré	1914	2358	2103	2440	2112
PR	4102752	Bela Vista da Caroba	2717	2968	2664	3054	2465
PR	4102802	Bela Vista do Paraíso	10178	10950	10434	10983	9988
PR	4102901	Bituruna	9960	10591	10043	10523	10008
PR	4103008	Boa Esperança	3195	3485	3213	3586	3179
PR	4103024	Boa Esperança do Iguaçu	2024	2265	2071	2257	1939
PR	4103040	Boa Ventura de São Roque	3848	4469	4020	4282	3974
PR	4103057	Boa Vista da Aparecida	5010	5768	5189	6002	5208
PR	4103107	Bocaiúva do Sul	6481	7265	7163	7735	7249
PR	4103156	Bom Jesus do Sul	2734	3108	2871	3030	3009
PR	4103206	Bom Sucesso	4100	4532	4214	4640	4240
PR	4103222	Bom Sucesso do Sul	2444	2609	2436	2771	2479
PR	4103305	Borrazópolis	5424	5999	5445	5679	5089
PR	4103354	Braganey	3744	4184	3835	4180	3662
PR	4103370	Brasilândia do Sul	2255	2663	2430	2677	2359
PR	4103404	Cafeara	1707	1984	1819	2073	1811
PR	4103453	Cafelândia	8427	9701	9271	10343	9884
PR	4103479	Cafezal do Sul	2845	3239	3036	3617	3096
PR	4103503	Califórnia	5442	5974	5543	6072	5659
PR	4103602	Cambará	15327	15545	14902	14959	14668
PR	4103701	Cambé	59039	60459	61999	57500	58731
PR	4103800	Cambira	5217	5634	5223	5089	4856
PR	4103909	Campina da Lagoa	9454	10254	9683	10526	9464
PR	4103958	Campina do Simão	2607	3084	2694	3129	2758
PR	4104006	Campina Grande do Sul	23639	26187	25587	25851	25606
PR	4104055	Campo Bonito	3041	3489	3063	3262	2875
PR	4104105	Campo do Tenente	4433	4940	4760	5594	4927
PR	4104204	Campo Largo	67339	70972	71199	71927	72396
PR	4104253	Campo Magro	13907	16426	15623	16450	15711
PR	4104303	Campo Mourão	50885	52534	53036	55573	54113
PR	4104402	Cândido de Abreu	9697	10217	9301	9808	9472
PR	4104428	Candói	8855	9859	9148	10059	9131
PR	4104451	Cantagalo	7136	7982	7184	7841	7197
PR	4104501	Capanema	11955	12587	12158	13013	11925
PR	4104600	Capitão Leônidas Marques	9403	10098	9382	9930	8925
PR	4104659	Carambeí	11338	12436	12394	13579	13618
PR	4104709	Carlópolis	8457	9101	8864	9493	9157
PR	4104808	Cascavel	161049	170269	131375	185092	182363
PR	4104907	Castro	40591	42224	42499	43383	43710
PR	4105003	Catanduvas	5802	5973	5664	6011	5342
PR	4105102	Centenário do Sul	7079	7567	7176	7530	7009
PR	4105201	Cerro Azul	10050	11388	10647	11627	10424
PR	4105300	Céu Azul	7040	7708	7146	7605	7083
PR	4105409	Chopinzinho	12549	13366	12975	13421	13327
PR	4105508	Cianorte	41353	42955	43257	44023	45621
PR	4105607	Cidade Gaúcha	7018	7855	7372	7562	7042
PR	4105706	Clevelândia	10436	11006	10284	11013	10207
PR	4105805	Colombo	115230	122124	123150	115853	120944
PR	4105904	Colorado	14657	15746	14994	15353	14348
PR	4106001	Congonhinhas	5137	5761	5134	5751	5219
PR	4106100	Conselheiro Mairinck	2439	2795	2490	2707	2389
PR	4106209	Contenda	9316	10009	9739	10865	10409
PR	4106308	Corbélia	11054	11913	11496	11896	11225
PR	4106407	Cornélio Procópio	30357	30889	29866	29615	29293
PR	4106456	Coronel Domingos Soares	3800	4689	3867	4783	3907
PR	4106506	Coronel Vivida	13731	14575	14334	14776	14417
PR	4106555	Corumbataí do Sul	2685	3000	2690	3257	2694
PR	4106571	Cruzeiro do Iguaçu	2711	3159	2939	3285	2825
PR	4106605	Cruzeiro do Oeste	12432	13222	12822	13664	12829
PR	4106704	Cruzeiro do Sul	3293	3608	3442	3621	3295
PR	4106803	Cruz Machado	11326	11890	11557	12049	11452
PR	4106852	Cruzmaltina	2229	2628	2232	2606	2135
PR	4106902	Curitiba	1116596	1066280	1085124	1077252	1113113
PR	4107009	Curiúva	8524	9187	8370	8860	8277
PR	4107108	Diamante do Norte	3608	4030	3541	3883	3410
PR	4107124	Diamante do Sul	2290	2753	2358	2650	2360
PR	4107157	'Diamante D''Oeste'	3070	3434	3070	3450	2916
PR	4107207	Dois Vizinhos	22542	23908	23946	25067	24260
PR	4107256	Douradina	4618	5255	5000	5448	5534
PR	4107306	Doutor Camargo	4111	4501	4174	4451	3986
PR	4107405	Enéas Marques	4321	4863	4516	5114	4206
PR	4107504	Engenheiro Beltrão	8952	9440	8922	9177	8236
PR	4107520	Esperança Nova	1494	1759	1544	1864	1516
PR	4107538	Entre Rios do Oeste	2714	3110	2868	3141	2813
PR	4107546	Espigão Alto do Iguaçu	3114	3799	3336	3964	3334
PR	4107553	Farol	2342	2580	2361	2550	2259
PR	4107603	Faxinal	9313	10094	9701	10083	9441
PR	4107652	Fazenda Rio Grande	44637	51174	52938	54166	57066
PR	4107702	Fênix	3210	3663	3228	3637	3065
PR	4107736	Fernandes Pinheiro	4207	5068	4556	4988	4442
PR	4107751	Figueira	5246	5660	5175	5571	5303
PR	4107801	Floraí	3688	4178	3919	4029	3752
PR	4107850	Flor da Serra do Sul	3507	4040	3624	4391	3766
PR	4107900	Floresta	4097	4833	4444	5315	4722
PR	4108007	Florestópolis	7910	8379	7839	8191	7854
PR	4108106	Flórida	1840	2127	1907	2191	1866
PR	4108205	Formosa do Oeste	5060	5461	5139	5323	4941
PR	4108304	Foz do Iguaçu	145583	150362	150116	150839	149265
PR	4108320	Francisco Alves	4053	4631	4218	4912	4666
PR	4108403	Francisco Beltrão	46786	49461	49955	51361	52580
PR	4108452	Foz do Jordão	2944	3568	3125	3619	3173
PR	4108502	General Carneiro	7757	8507	7652	8157	6956
PR	4108551	Godoy Moreira	2280	2509	2224	2551	2200
PR	4108601	Goioerê	17461	17552	17488	17920	16847
PR	4108650	Goioxim	4162	4865	4227	4878	4246
PR	4108700	Grandes Rios	4131	4643	4107	4460	3831
PR	4108809	Guaíra	17501	18850	17882	18198	17844
PR	4108908	Guairaçá	3867	4447	4163	4553	4038
PR	4108957	Guamiranga	5383	5805	5456	5793	5445
PR	4109005	Guapirama	2801	3205	2882	3389	2931
PR	4109104	Guaporema	1563	1705	1608	1767	1512
PR	4109203	Guaraci	3489	3889	3583	3971	3642
PR	4109302	Guaraniaçu	9651	10120	9291	9943	9024
PR	4109401	Guarapuava	96287	99710	99408	106245	105179
PR	4109500	Guaraqueçaba	4909	6028	5163	6439	5154
